sample_id,post_id,hashtag,hashtag_en,label
78,ai_0013.png,#아이돌,Idol,5
79,ai_0013.png,#버츄얼,Virtual,5
80,ai_0013.png,#ai,AI,5
81,ai_0013.png,#인공지능,Artificial intelligence,5
82,ai_0013.png,#태연,Taeyeon,2
83,ai_0013.png,#에스파,aespa,2
84,ai_0013.png,#aespa,aespa,2
85,ai_0013.png,#데뷔,debut,3
86,ai_0013.png,#신곡,New Song,2
87,ai_0013.png,#얼굴,Face,2
88,ai_0013.png,#미모,beauty,2
89,ai_0014.png,#챗GPT,Chat GPT,5
90,ai_0014.png,#바드,Bard,2
91,ai_0014.png,#인공지능,Artificial intelligence,5
92,ai_0014.png,#개발자,developer,2
93,ai_0014.png,#테스트,Test,2
94,ai_0014.png,#회사원,Office Worker,1
95,ai_0014.png,#직장인,Employee,1
96,ai_0014.png,#데이터,data,2
97,ai_0014.png,#고양이,cat,1
98,ai_0014.png,#지시,Instruction,4
99,ai_0014.png,#거부,refusal,4
100,ai_0014.png,#프로그래머,programmer,2
101,ai_0014.png,#코딩,coding,2
102,ai_0014.png,#코더,coder,2
103,ai_0014.png,#웹툰,webtoon,5
104,ai_0014.png,#인스타툰,Insta toon,5
105,ai_0014.png,#그림일기,Picture Diary,3
106,ai_0014.png,#그림러,Picture Lover,4
107,ai_0014.png,#스케치,sketch,3
108,ai_0014.png,#만화,Comics,5
109,ai_0014.png,#격려,Encouragement,2
110,ai_0014.png,#응원,Support,2
111,ai_0014.png,#동기부여,motivation,2
112,ai_0015.png,#AI반도체혁명,AI semiconductor revolution,5
113,ai_0015.png,#북토크,Book Talk,4
114,ai_0015.png,#이동수,Lee Dong-soo,3
115,ai_0015.png,#권순우,Kwon Soon-woo,3
116,ai_0015.png,#책과얽힘,entangled with books,4
117,ai_0015.png,#AI,AI,5
118,ai_0015.png,#인공지능,Artificial intelligence,5
119,ai_0015.png,#반도체,Semiconductor,5
120,ai_0015.png,#자동차칼럼니스트이동희,car columnist Lee Dong-hee,2
121,ai_0016.png,광고,advertisement,5
122,ai_0016.png,상상의집,House of Imagination,5
123,ai_0016.png,나의첫인공지능입문서,my first AI introduction book,5
124,ai_0016.png,AI판타시티,AI Fantasy City,5
125,ai_0016.png,어린이책,Children's Book,5
126,ai_0016.png,초등책,Elementary School Book,5
127,ai_0016.png,초등학생책,Elementary Student Book,5
128,ai_0016.png,초등책추천,Elementary School Book Recommendation,5
129,ai_0016.png,인공지능,Artificial Intelligence,4
130,ai_0016.png,코딩,Coding,3
131,ai_0016.png,초등코딩,Elementary School Coding,3
132,ai_0016.png,미래교육,Future Education,3
133,ai_0016.png,책추천,Book Recommendation,5
134,ai_0016.png,육아,Parenting,2
135,ai_0016.png,육아스타그램,Parenting Instagram,2
136,ai_0016.png,맘스타그램,Momstagram,2
137,ai_0016.png,초등맘,Elementary School Mom,2
138,ai_0017.png,#apple,Apple,5
139,ai_0017.png,#postech,POSTECH,4
140,ai_0017.png,#apple제조업rnd지원센터,apple manufacturing R&D support center,5
141,ai_0017.png,#스마트제조포럼,smart manufacturing forum,5
142,ai_0017.png,#포럼,forum,5
143,ai_0017.png,#제조업,Manufacturing Industry,4
144,ai_0017.png,#디지털전환,Digital Transformation,4
145,ai_0017.png,#DX,DX,3
146,ai_0017.png,#인공지능,Artificial intelligence,2
147,ai_0017.png,#AI,AI,2
148,ai_0017.png,#ESG,ESG,2
149,ai_0017.png,#데이터,data,2
150,ai_0017.png,#공정,Fairness,2
151,ai_0017.png,#품질,quality,2
152,ai_0017.png,#머신러닝,machine learning,2
153,ai_0017.png,#딥러닝,Deep Learning,2
154,ai_0017.png,#AOI,AOI,2
155,ai_0017.png,#lean공정,leanprocess,2
156,ai_0017.png,#불량분석,Defective Analysis,2
157,ai_0018.png,#인공지능,Artificial intelligence,5
158,ai_0018.png,#개발자,developer,5
159,ai_0018.png,#스마트시스템,smart system,5
160,ai_0018.png,#ALOT,ALOT,5
161,ai_0018.png,#인공지능학과,Department of artificial intelligence,4
162,ai_0018.png,#AI,AI,5
163,ai_0018.png,#AI학과,AI department,4
164,ai_0018.png,#AI교육,AI education,5
165,ai_0018.png,#C언어,C Language,3
166,ai_0018.png,#내일배움카드,Tomorrow learning card,2
167,ai_0018.png,#빅데이터분석기사,big data analysis article,2
168,ai_0018.png,#앱개발,App development,3
169,ai_0018.png,#앱제작,App production,3
170,ai_0018.png,#스마트,smart,4
171,ai_0018.png,#무인선박,Unmanned Ship,5
172,ai_0018.png,#게임프로그래머,game programmer,4
173,ai_0018.png,#AR,AR,3
174,ai_0018.png,#VR,VR,3
175,ai_0018.png,#디지털,Digital,4
176,ai_0018.png,#신기술,New Technology,4
177,ai_0018.png,#목포스마트시스템,Mokpo Smart System,5
178,ai_0018.png,#목포인공지능,Mokpo Artificial Intelligence,5
179,ai_0018.png,#목포개발자,Mokpo Developer,5
180,ai_0018.png,#목포ALOT,Mokpo ALOT,5
181,ai_0018.png,#콘텐츠개발자,content developer,4
182,ai_0018.png,#목포콘텐츠,Mokpo Content,4
183,ai_0018.png,#국비지원,Government Support,4
184,ai_0018.png,#훈련수당,Training Allowance,2
185,ai_0018.png,#국제목포캠퍼스,International Mokpo Campus,4
186,ai_0018.png,#국제직업전문학교,International Vocational School,4
187,ai_0019.png,#인공지능,Artificial intelligence,5
188,ai_0019.png,#챗GPT,Chat GPT,4
189,ai_0019.png,#바드,Bard,3
190,ai_0019.png,#웹툰,webtoon,2
191,ai_0019.png,#그림러,Picture Lover,2
192,ai_0019.png,#인스타툰,Insta toon,2
193,ai_0019.png,#스케치,sketch,2
194,ai_0019.png,#프로그래밍,programming,4
195,ai_0019.png,#소프트웨어,Software,4
196,ai_0019.png,#한국인후기,Korean reviews,2
197,ai_0019.png,#절망,Despair,3
198,ai_0019.png,#암호,Password,3
199,ai_0019.png,#해독,Detoxification,3
200,ai_0019.png,#프로그래머,programmer,4
201,ai_0019.png,#개발자,developer,4
202,ai_0019.png,#코더,coder,4
203,ai_0019.png,#코딩,coding,4
204,ai_0019.png,#개발,development,4
205,ai_0019.png,#컴퓨터,computer,3
206,ai_0019.png,#로봇,robot,3
207,ai_0019.png,#민화,folk painting,1
208,ai_0019.png,#그림,Picture,2
209,ai_0019.png,#직장인,Employee,2
210,ai_0019.png,#프롬프트,prompt,3
211,ai_0019.png,#생성형ai,generative AI,5
212,ai_0019.png,#구글,Google,3
213,ai_0019.png,#오픈ai,OpenAI,4
214,ai_0020.png,#인공지능,Artificial intelligence,5
215,ai_0020.png,#디자인,Design,4
216,ai_0020.png,#디자인딜레마,Design Dilemma,3
217,ai_0020.png,#챗봇,chatbot,4
218,ai_0020.png,#시사,Current Affairs,3
219,ai_0020.png,#카드뉴스,card news,2
220,ai_0020.png,#이루다,Iruda,2
221,ai_0020.png,#불쾌한골짜기,Unpleasant Valley,5
222,domesticTravel_0003.png,#산미작가,mountain rice artist,3
223,domesticTravel_0003.png,#여행하는산미,traveling mountain beauty,4
224,domesticTravel_0003.png,#여행스타그램,travel stagram,4
225,domesticTravel_0003.png,#등산스타그램,Hiking Stagram,3
226,domesticTravel_0003.png,#국내여행,Domestic Travel,4
227,domesticTravel_0003.png,#영주,Yeongju,5
228,domesticTravel_0003.png,#소백산국립공원,Sobaeksan National Park,3
229,domesticTravel_0003.png,#부석사,Buseoksa,4
230,domesticTravel_0003.png,#무량수전,Muryangsu Pavilion,2
231,domesticTravel_0003.png,#유네스코세계문화유산,UNESCO World Heritage,3
232,domesticTravel_0003.png,#국립산림치유원,National Forest Healing Center,2
233,domesticTravel_0003.png,#등산하는여자,Hiking Woman,3
234,domesticTravel_0003.png,#운동하는여자,woman who works out,2
235,domesticTravel_0003.png,#여행지추천,travel destination recommendation,4
236,domesticTravel_0003.png,#희방폭포,Heebang Waterfall,2
237,domesticTravel_0004.png,#양주나리공원,Yangju Nari Park,5
238,domesticTravel_0004.png,#양주여행,Yangju travel,5
239,domesticTravel_0004.png,#양주가볼만한곳,Places to visit in Yangju,5
240,domesticTravel_0004.png,#나리공원,Nari Park,5
241,domesticTravel_0004.png,#천일홍축제,red spider lily festival,4
242,domesticTravel_0004.png,#경기도가볼만한곳,Places to Visit in Gyeonggi Province,4
243,domesticTravel_0004.png,#국내여행,Domestic Travel,4
244,domesticTravel_0004.png,#대한민국구석구석,every corner of South Korea,3
245,domesticTravel_0004.png,#가을여행,Autumn Travel,3
246,domesticTravel_0004.png,#주말여행지,Weekend Travel Destination,3
247,domesticTravel_0004.png,#팜파스,pampas,2
248,domesticTravel_0004.png,#버베나,Verbena,2
249,domesticTravel_0004.png,#천일홍,red spider lily,5
250,domesticTravel_0004.png,#코키아,Kokia,2
251,domesticTravel_0004.png,#여행에미치다,crazy about travel,3
252,domesticTravel_0004.png,#9월여행지,September travel destinations,4
253,domesticTravel_0004.png,#서울근교여행,Seoul nearby travel,4
254,domesticTravel_0004.png,#서울근교나들이,Seoul nearby outing,4
255,domesticTravel_0004.png,#동화,fairy tale,2
256,domesticTravel_0004.png,#풍경스타그램,landscape stagram,4
257,domesticTravel_0005.png,#바보갬성,Foolish vibe,4
258,domesticTravel_0006.png,#군산여행,Gunsan Travel,5
259,domesticTravel_0006.png,#옥녀교차로,Oknyo Intersection,1
260,domesticTravel_0006.png,#몽돌해변,Pebble Beach,5
261,domesticTravel_0006.png,#선유스카이썬라인,Seonyu Sky Sunline,1
262,domesticTravel_0006.png,#야미도,Yamido,1
263,domesticTravel_0007.png,#노픽그램,Nopicgram,4
264,domesticTravel_0008.png,#당일치기,same-day trip,5
265,domesticTravel_0008.png,#주말여행,Weekend Travel,5
266,domesticTravel_0010.png,#문경가볼만한곳,Mungyeong Must-Visit Places,5
267,domesticTravel_0010.png,#개미취,ant addiction,5
268,domesticTravel_0010.png,#가을축제,Autumn Festival,4
269,domesticTravel_0010.png,#문경핫플,Mungyeong Hot Place,5
270,domesticTravel_0010.png,#국내여행,Domestic Travel,4
271,domesticTravel_0010.png,#대한민국구석구석,every corner of South Korea,3
272,domesticTravel_0010.png,#대구근교여행지,Daegu nearby travel spots,4
273,domesticTravel_0010.png,#문경,Mungyeong,5
274,domesticTravel_0010.png,#개미취명소,ant addiction attractions,5
275,domesticTravel_0010.png,#문경여행,Mungyeong Travel,5
276,domesticTravel_0010.png,#여미,Yumi,2
277,domesticTravel_0010.png,#여행에미치다,crazy about travel,3
278,domesticTravel_0010.png,#캐논이미지스토밍,Canon Image Stomping,1
279,domesticTravel_0011.png,#소니이미지갤러리,Sony Image Gallery,2
280,domesticTravel_0011.png,#메타세콰이어길,metasequoia road,5
281,domesticTravel_0011.png,#진안,Jinan,4
282,domesticTravel_0011.png,#모래재,Moraejae,4
283,domesticTravel_0011.png,#아침,Morning,4
284,domesticTravel_0011.png,#국내여행,Domestic Travel,3
285,domesticTravel_0011.png,#대한민국구석구석,every corner of South Korea,3
286,domesticTravel_0011.png,#landscape,landscape,5
287,domesticTravel_0011.png,#metasequoia,metasequoia,5
288,domesticTravel_0011.png,#travelkorea,travelKorea,4
289,domesticTravel_0013.png,#거북이한옥,turtle hanok,5
290,domesticTravel_0014.png,#반야사,Banya Temple,5
291,domesticTravel_0014.png,#충남여행,Chungnam travel,4
292,domesticTravel_0014.png,#인생사진,life photo,5
293,domesticTravel_0014.png,#국내여행,Domestic Travel,4
294,domesticTravel_0014.png,#여행스타그램,travel stagram,4
295,domesticTravel_0014.png,#사진스타그램,photo Instagram,4
296,domesticTravel_0014.png,#국내여행지추천,Domestic Travel Destination Recommendation,4
297,domesticTravel_0014.png,#논산여행,Nonsan Travel,4
298,domesticTravel_0014.png,#논산가볼만한곳,places to visit in Nonsan,4
299,domesticTravel_0014.png,#논산맛집,Nonsan famous restaurant,2
300,domesticTravel_0014.png,#동굴사진,cave photo,5
301,domesticTravel_0014.png,#국내동굴,Domestic Cave,5
302,domesticTravel_0015.png,#가을캠핑,Autumn Camping,5
303,domesticTravel_0015.png,#부부캠퍼,couple camper,2
304,domesticTravel_0015.png,#캠핑,camping,5
305,domesticTravel_0015.png,#캠핑스타그램,camping stagram,4
306,domesticTravel_0016.png,#visitkorea_travel,visit Korea travel,5
307,domesticTravel_0016.png,#koreabyme,Korea by me,5
308,domesticTravel_0016.png,#대한민국구석구석,every corner of South Korea,5
309,domesticTravel_0016.png,#드론매빅,Drone Mavic,2
310,domesticTravel_0016.png,#국내여행,Domestic Travel,5
311,domesticTravel_0016.png,#감성사진,emotional photo,4
312,domesticTravel_0016.png,#풍경스타그램,landscape stagram,5
313,domesticTravel_0016.png,#데일리그램,daily gram,3
314,domesticTravel_0016.png,#바다,Sea,1
315,domesticTravel_0016.png,#니콘,Nikon,2
316,domesticTravel_0016.png,#쏘피투어🚙,Sophie tour,2
317,domesticTravel_0016.png,#ig_today,ig_today,3
318,domesticTravel_0016.png,#nikonz8📸,Nikon Z8📸,2
319,domesticTravel_0016.png,#ig_good,ig_good,3
320,domesticTravel_0016.png,#꽃무릇🌺가을,Red Spider Lily🌺Autumn,5
321,domesticTravel_0017.png,#양주,Yangju,5
322,domesticTravel_0017.png,#양주나리공원,Yangju Nari Park,5
323,domesticTravel_0017.png,#천일홍,red spider lily,5
324,domesticTravel_0020.png,#노픽그램,Nopicgram,3
325,domesticTravel_0021.png,#산미작가,mountain rice artist,2
326,domesticTravel_0021.png,#여행하는산미,traveling mountain beauty,2
327,domesticTravel_0021.png,#제작지원,Production Support,1
328,domesticTravel_0021.png,#여행스타그램,travel stagram,4
329,domesticTravel_0021.png,#대한민국구석구석,every corner of South Korea,3
330,domesticTravel_0021.png,#국내여행,Domestic Travel,4
331,domesticTravel_0021.png,#경북가볼만한곳,Places to Visit in Gyeongbuk,5
332,domesticTravel_0021.png,#경북여행,Gyeongbuk Travel,5
333,domesticTravel_0021.png,#영주가볼만한곳,places to visit in Yeongju,5
334,domesticTravel_0021.png,#영주여행,Yeongju travel,5
335,domesticTravel_0021.png,#소백산국립공원,Sobaeksan National Park,5
336,domesticTravel_0021.png,#세계문화유산,World Cultural Heritage,2
337,domesticTravel_0021.png,#유네스코,UNESCO,2
338,domesticTravel_0021.png,#부석사,Buseoksa,1
339,domesticTravel_0021.png,#소백산생태탐방원,Sobaeksan Ecological Exploration Center,3
340,domesticTravel_0021.png,#국립산림치유원,National Forest Healing Center,4
341,domesticTravel_0021.png,#희방폭포,Heebang Waterfall,5
342,domesticTravel_0021.png,#영주호오토캠핑장,Yeongju Lake auto camping site,1
343,domesticTravel_0021.png,#🇰🇷,🇰🇷,3
344,domesticTravel_0021.png,#산스타그램,mountain Instagram,4
345,domesticTravel_0021.png,#등산스타그램,Hiking Stagram,3
346,fall_0001.png,#헬스,Health,5
347,fall_0001.png,#운동기록,Exercise Record,4
348,fall_0001.png,#오운완,Oun completion,3
349,fall_0001.png,#헬린이,Helini,3
350,fall_0001.png,#청주,Cheongju,2
351,fall_0001.png,#가을,Autumn,2
352,fall_0001.png,#바람막이,Windbreaker,5
353,fall_0002.png,#당진여행,Dangjin travel,5
354,fall_0002.png,#소니이미지갤러리,Sony Image Gallery,2
355,fall_0002.png,#a7r4,a7r4,2
356,fall_0002.png,#1635gm,1635gm,2
357,fall_0002.png,#삽교호,Sapgyo Lake,5
358,fall_0002.png,#삽교호놀이동산,Sapgyo Lake Amusement Park,5
359,fall_0002.png,#가을,Autumn,4
360,fall_0002.png,#visitkorea,visit Korea,3
361,fall_0002.png,#koreatravel,Korea travel,3
362,fall_0002.png,#voyage,voyage,2
363,fall_0002.png,#voyaged,voyaged,2
364,fall_0002.png,#landscape,landscape,4
365,fall_0002.png,#맑은하늘아래,Under Clear Sky,4
366,fall_0002.png,#소니,Sony,2
367,fall_0003.png,#GAEUL,GAEUL,1
368,fall_0003.png,#가을,Autumn,1
369,fall_0003.png,#KIMGAEUL,KIMGAEUL,1
370,fall_0003.png,#김가을,Kim Ga-eul,1
371,fall_0003.png,#IVE,IVE,1
372,fall_0003.png,#아이브,IVE,1
373,fall_0005.png,#흐려도좋아,It's Okay to be Blurry,3
374,fall_0005.png,#어째도좋아,Anything is fine,3
375,fall_0005.png,#가을,Autumn,4
376,fall_0005.png,#도토리자매,acorn sisters,2
377,fall_0006.png,#EVENT,EVENT,5
378,fall_0007.png,#IVE,IVE,5
379,fall_0007.png,#아이브,IVE,5
380,fall_0007.png,#DIVE,DIVE,4
381,fall_0007.png,#다이브,Dive,4
382,fall_0007.png,#安宥真,An Yeo-jin,5
383,fall_0007.png,#安俞真,An Yu-jin,5
384,fall_0007.png,#安兪真,An Yu-jin,5
385,fall_0007.png,#안유진,Anyujin,5
386,fall_0007.png,#유진,Yoo Jin,5
387,fall_0007.png,#ANYUJIN,ANYUJIN,5
388,fall_0007.png,#YUJIN,YUJIN,5
389,fall_0007.png,#ユジン,Yujin,5
390,fall_0007.png,#アンユジン,An Yujin,5
391,fall_0007.png,#gaeul,Gaeul,2
392,fall_0007.png,#rei,rei,2
393,fall_0007.png,#jangwonyoung,jangwonyoung,2
394,fall_0007.png,#liz,Liz,2
395,fall_0007.png,#leeseo,Lee Seo,2
396,fall_0007.png,#가을,Autumn,2
397,fall_0007.png,#레이,Ray,2
398,fall_0007.png,#원영,Won-young,2
399,fall_0007.png,#리즈,Liz,2
400,fall_0007.png,#이서,Lee Seo,2
401,fall_0007.png,#金秋天,golden autumn,2
402,fall_0007.png,#直井怜,Naozumi Rei,2
403,fall_0007.png,#張員瑛,Zhang Yuan-ying,2
404,fall_0007.png,#金志垣,Kim Ji-gak,2
405,fall_0007.png,#李賢瑞,Lee Hyun-soo,2
406,fall_0007.png,#izone,izone,3
407,fall_0007.png,#izoneyujin,izoneyujin,4
408,fall_0008.png,#IVE,IVE,5
409,fall_0008.png,#아이브,IVE,5
410,fall_0008.png,#GAEUL,GAEUL,5
411,fall_0008.png,#가을,Autumn,2
412,fall_0009.png,#가을네일,Autumn Nails,5
413,fall_0009.png,#이달의아트,Art of the Month,5
414,fall_0009.png,#하트네일,Heart nail,4
415,fall_0009.png,#리본네일,ribbon nail,4
416,fall_0009.png,#바바라뷰티,Barbara Beauty,5
417,fall_0010.png,#GAEUL,GAEUL,5
418,fall_0010.png,#가을,Autumn,2
419,fall_0010.png,#KIMGAEUL,KIMGAEUL,5
420,fall_0010.png,#김가을,Kim Ga-eul,5
421,fall_0010.png,#IVE,IVE,2
422,fall_0010.png,#아이브,IVE,2
423,fall_0012.png,#웹툰,webtoon,5
424,fall_0012.png,#일상,Daily Life,4
425,fall_0012.png,#일상툰,Daily Life Toon,5
426,fall_0012.png,#로마,Rome,2
427,fall_0012.png,#이탈리아,Italy,2
428,fall_0012.png,#유럽여행,European travel,2
429,fall_0012.png,#여행,travel,3
430,fall_0012.png,#여름,summer,2
431,fall_0012.png,#가을,Autumn,2
432,fall_0012.png,#그림,Picture,4
433,fall_0012.png,#만화,Comics,5
434,fall_0012.png,#공감,Empathy,3
435,fall_0012.png,#공감툰,EmpathyCartoon,4
436,fall_0012.png,#여행스타그램,travel stagram,2
437,fall_0012.png,#이탈리아여행,Italy travel,2
438,fall_0012.png,#웃긴짤,funny meme,3
439,fall_0013.png,#IVE,IVE,5
440,fall_0013.png,#아이브,IVE,5
441,fall_0013.png,#DIVE,DIVE,4
442,fall_0013.png,#다이브,Dive,4
443,fall_0013.png,#安宥真,An Yeo-jin,5
444,fall_0013.png,#安俞真,An Yu-jin,5
445,fall_0013.png,#安兪真,An Yu-jin,5
446,fall_0013.png,#안유진,Anyujin,5
447,fall_0013.png,#유진,Yoo Jin,5
448,fall_0013.png,#ANYUJIN,ANYUJIN,5
449,fall_0013.png,#YUJIN,YUJIN,5
450,fall_0013.png,#ユジン,Yujin,5
451,fall_0013.png,#アンユジン,An Yujin,5
452,fall_0013.png,#gaeul,Gaeul,2
453,fall_0013.png,#rei,rei,2
454,fall_0013.png,#jangwonyoung,jangwonyoung,2
455,fall_0013.png,#liz,Liz,2
456,fall_0013.png,#leeseo,Lee Seo,2
457,fall_0013.png,#가을,Autumn,2
458,fall_0013.png,#레이,Ray,2
459,fall_0013.png,#원영,Won-young,2
460,fall_0013.png,#리즈,Liz,2
461,fall_0013.png,#이서,Lee Seo,2
462,fall_0013.png,#金秋天,golden autumn,2
463,fall_0013.png,#直井怜,Naozumi Rei,2
464,fall_0013.png,#張員瑛,Zhang Yuan-ying,2
465,fall_0013.png,#金志垣,Kim Ji-gak,2
466,fall_0013.png,#李賢瑞,Lee Hyun-soo,2
467,fall_0013.png,#izone,izone,2
468,fall_0013.png,#izoneyujin,izoneyujin,2
469,fall_0014.png,#아이브,IVE,5
470,fall_0014.png,#리즈,Liz,5
471,fall_0014.png,#아이브리즈,Ive Breeze,5
472,fall_0014.png,#ive,ive,5
473,fall_0014.png,#liz,Liz,5
474,fall_0014.png,#iveliz,iveliz,5
475,fall_0014.png,#starshipentertainment,Starship Entertainment,4
476,fall_0014.png,#스타쉽,Starship,4
477,fall_0014.png,#유진,Yoo Jin,3
478,fall_0014.png,#가을,Autumn,2
479,fall_0014.png,#레이,Ray,3
480,fall_0014.png,#원영,Won-young,3
481,fall_0014.png,#이서,Lee Seo,3
482,fall_0014.png,#iveanyujin,iveanyujin,3
483,fall_0014.png,#ivewonyoung,ivewonyoung,3
484,fall_0014.png,#ivegaeul,ivegaeul,3
485,fall_0014.png,#iverei,iverei,3
486,fall_0014.png,#iveleeseo,iveleeseo,3
487,fall_0014.png,#dive,dive,2
488,fall_0015.png,#날씨,Weather,5
489,fall_0015.png,#기상청,Meteorological Agency,4
490,fall_0015.png,#날씨예보,Weather Forecast,4
491,fall_0015.png,#가을,Autumn,3
492,fall_0015.png,#초가을,Early Autumn,3
493,fall_0015.png,#여름,summer,3
494,fall_0015.png,#계절,season,4
495,fall_0015.png,#간절기,transitional season,3
496,fall_0015.png,#위키트리,Wikitree,5
497,fall_0015.png,#WIKITREE,WIKITREE,5
498,fall_0016.png,#가을,Autumn,4
499,fall_0016.png,#까렌다쉬,Caran d'Ache,5
500,fall_0016.png,#까렌다쉬파스텔펜슬,Caran d'Ache Pastel Pencil,5
501,fall_0016.png,#carandachepastelpencils,Caran d'Ache pastel pencils,5
502,fall_0016.png,#carandache,Caran d'Ache,5
503,fall_0016.png,#크리에이티브아티스트,creative artist,3
504,fall_0016.png,#까렌다쉬컬러펜슬76색,Caran d'Ache Color Pencil 76 Colors,2
505,fall_0016.png,#파스텔화,pastel painting,5
506,fall_0016.png,#illust,illustration,4
507,fall_0016.png,#하늘그리기,drawing the sky,4
508,fall_0016.png,#파스텔펜슬,pastel pencil,5
509,fall_0016.png,#mixedmedia,mixed_media,2
510,fall_0016.png,#sunset,sunset,5
511,fall_0017.png,#체험단모집,Recruiting Experience Group,5
512,fall_0017.png,#이벤트,Event,5
513,fall_0017.png,#연기잡는그릴,grill catching acting,5
514,fall_0017.png,#테팔스모크리스그릴,Tefal Smokeless Grill,5
515,fall_0017.png,#EVENT,EVENT,5
516,fall_0017.png,#테팔,Tefal,5
517,fall_0017.png,#Tefal,Tefal,5
518,fall_0017.png,#매일이즐거워지는습관,habit that makes every day enjoyable,3
519,fall_0017.png,#테팔그릴,Tefal Grill,5
520,fall_0017.png,#스모크리스그릴,smokeless grill,5
521,fall_0021.png,#가을,Autumn,4
522,fall_0021.png,#춥다,cold,5
523,fall_0021.png,#인스타툰,Insta toon,5
524,fall_0021.png,#인스타만화,Insta comic,5
525,fall_0021.png,#일상,Daily Life,3
526,fall_0021.png,#일상툰,Daily Life Toon,4
527,fall_0021.png,#공감,Empathy,4
528,fall_0021.png,#공감툰,EmpathyCartoon,4
529,fall_0021.png,#개그툰,comedy cartoon,3
530,fall_0021.png,#drawing,drawing,4
531,fall_0021.png,#웹툰,webtoon,5
532,fall_0021.png,#webtoon,webtoon,5
533,fall_0021.png,#만화,Comics,5
534,fall_0021.png,#일러스트,Illustration,4
535,fall_0021.png,#illust,illustration,4
536,fall_0021.png,#유머,humor,3
537,fall_0022.png,#거창,Geochang,5
538,fall_0022.png,#거창감악산,Geochang Gamaksan,5
539,fall_0022.png,#감악산,Gamak Mountain,5
540,fall_0022.png,#감악산아스타국화,Gamak Mountain Aster,5
